LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,County,State,Period,Labor Force,Employed,Unemployed,Unemployment Rate(%),Fips Codes
CN4806900000000,48,069,"Castro County, TX",Castro,Texas,May-20 p,"3,040     ","2,893     ",147     ,4.8     ,48069
CN4807100000000,48,071,"Chambers County, TX",Chambers,Texas,May-20 p,"18,917     ","16,137     ","2,780     ",14.7     ,48071
CN4807300000000,48,073,"Cherokee County, TX",Cherokee,Texas,May-20 p,"19,879     ","17,398     ","2,481     ",12.5     ,48073
CN4807500000000,48,075,"Childress County, TX",Childress,Texas,May-20 p,"2,611     ","2,455     ",156     ,6.0     ,48075
CN4807700000000,48,077,"Clay County, TX",Clay,Texas,May-20 p,"4,474     ","4,094     ",380     ,8.5     ,48077
CN4807900000000,48,079,"Cochran County, TX",Cochran,Texas,May-20 p,"1,048     ",928     ,120     ,11.5     ,48079
CN4808100000000,48,081,"Coke County, TX",Coke,Texas,May-20 p,"1,314     ","1,206     ",108     ,8.2     ,48081
CN4808300000000,48,083,"Coleman County, TX",Coleman,Texas,May-20 p,"2,635     ","2,345     ",290     ,11.0     ,48083
CN4808500000000,48,085,"Collin County, TX",Collin,Texas,May-20 p,"540,633     ","479,426     ","61,207     ",11.3     ,48085
CN4808700000000,48,087,"Collingsworth County, TX",Collingsworth,Texas,May-20 p,984     ,930     ,54     ,5.5     ,48087
CN4808900000000,48,089,"Colorado County, TX",Colorado,Texas,May-20 p,"8,946     ","8,210     ",736     ,8.2     ,48089
CN4809100000000,48,091,"Comal County, TX",Comal,Texas,May-20 p,"69,777     ","61,966     ","7,811     ",11.2     ,48091
CN4809300000000,48,093,"Comanche County, TX",Comanche,Texas,May-20 p,"5,114     ","4,686     ",428     ,8.4     ,48093
CN4809500000000,48,095,"Concho County, TX",Concho,Texas,May-20 p,"1,205     ","1,129     ",76     ,6.3     ,48095
CN4809700000000,48,097,"Cooke County, TX",Cooke,Texas,May-20 p,"18,981     ","16,807     ","2,174     ",11.5     ,48097
CN4809900000000,48,099,"Coryell County, TX",Coryell,Texas,May-20 p,"22,702     ","20,443     ","2,259     ",10.0     ,48099
CN4810100000000,48,101,"Cottle County, TX",Cottle,Texas,May-20 p,466     ,435     ,31     ,6.7     ,48101
CN4810300000000,48,103,"Crane County, TX",Crane,Texas,May-20 p,"1,595     ","1,242     ",353     ,22.1     ,48103
CN4810500000000,48,105,"Crockett County, TX",Crockett,Texas,May-20 p,"1,581     ","1,356     ",225     ,14.2     ,48105
CN4810700000000,48,107,"Crosby County, TX",Crosby,Texas,May-20 p,"2,269     ","2,096     ",173     ,7.6     ,48107
CN4810900000000,48,109,"Culberson County, TX",Culberson,Texas,May-20 p,956     ,834     ,122     ,12.8     ,48109
CN4811100000000,48,111,"Dallam County, TX",Dallam,Texas,May-20 p,"3,370     ","3,237     ",133     ,3.9     ,48111
CN4811300000000,48,113,"Dallas County, TX",Dallas,Texas,May-20 p,"1,325,292     ","1,155,646     ","169,646     ",12.8     ,48113
CN4811500000000,48,115,"Dawson County, TX",Dawson,Texas,May-20 p,"4,464     ","3,882     ",582     ,13.0     ,48115
CN4811700000000,48,117,"Deaf Smith County, TX",Deaf,Texas,May-20 p,"7,547     ","7,193     ",354     ,4.7     ,48117
CN4811900000000,48,119,"Delta County, TX",Delta,Texas,May-20 p,"2,220     ","2,034     ",186     ,8.4     ,48119
CN4812100000000,48,121,"Denton County, TX",Denton,Texas,May-20 p,"478,093     ","421,400     ","56,693     ",11.9     ,48121
CN4812300000000,48,123,"DeWitt County, TX",DeWitt,Texas,May-20 p,"9,103     ","8,335     ",768     ,8.4     ,48123
CN4812500000000,48,125,"Dickens County, TX",Dickens,Texas,May-20 p,610     ,555     ,55     ,9.0     ,48125
CN4812700000000,48,127,"Dimmit County, TX",Dimmit,Texas,May-20 p,"6,722     ","6,123     ",599     ,8.9     ,48127
CN4812900000000,48,129,"Donley County, TX",Donley,Texas,May-20 p,"1,198     ","1,131     ",67     ,5.6     ,48129
CN4813100000000,48,131,"Duval County, TX",Duval,Texas,May-20 p,"4,878     ","4,006     ",872     ,17.9     ,48131
CN4813300000000,48,133,"Eastland County, TX",Eastland,Texas,May-20 p,"7,141     ","6,433     ",708     ,9.9     ,48133
CN4813500000000,48,135,"Ector County, TX",Ector,Texas,May-20 p,"84,591     ","70,621     ","13,970     ",16.5     ,48135
CN4813700000000,48,137,"Edwards County, TX",Edwards,Texas,May-20 p,997     ,950     ,47     ,4.7     ,48137
CN4813900000000,48,139,"Ellis County, TX",Ellis,Texas,May-20 p,"87,679     ","78,791     ","8,888     ",10.1     ,48139
CN4814100000000,48,141,"El Paso County, TX",El,Texas,May-20 p,"349,041     ","298,321     ","50,720     ",14.5     ,48141
CN4814300000000,48,143,"Erath County, TX",Erath,Texas,May-20 p,"19,063     ","17,388     ","1,675     ",8.8     ,48143
CN4814500000000,48,145,"Falls County, TX",Falls,Texas,May-20 p,"6,088     ","5,547     ",541     ,8.9     ,48145
CN4814700000000,48,147,"Fannin County, TX",Fannin,Texas,May-20 p,"16,131     ","14,971     ","1,160     ",7.2     ,48147
CN4814900000000,48,149,"Fayette County, TX",Fayette,Texas,May-20 p,"10,773     ","10,015     ",758     ,7.0     ,48149
CN4815100000000,48,151,"Fisher County, TX",Fisher,Texas,May-20 p,"1,436     ","1,338     ",98     ,6.8     ,48151
CN4815300000000,48,153,"Floyd County, TX",Floyd,Texas,May-20 p,"2,319     ","2,121     ",198     ,8.5     ,48153
CN4815500000000,48,155,"Foard County, TX",Foard,Texas,May-20 p,530     ,493     ,37     ,7.0     ,48155
CN4815700000000,48,157,"Fort Bend County, TX",Fort,Texas,May-20 p,"376,464     ","328,319     ","48,145     ",12.8     ,48157
CN4815900000000,48,159,"Franklin County, TX",Franklin,Texas,May-20 p,"4,241     ","3,888     ",353     ,8.3     ,48159
CN4816100000000,48,161,"Freestone County, TX",Freestone,Texas,May-20 p,"5,902     ","5,183     ",719     ,12.2     ,48161
CN4816300000000,48,163,"Frio County, TX",Frio,Texas,May-20 p,"9,530     ","8,772     ",758     ,8.0     ,48163
CN4816500000000,48,165,"Gaines County, TX",Gaines,Texas,May-20 p,"9,048     ","8,261     ",787     ,8.7     ,48165
CN4816700000000,48,167,"Galveston County, TX",Galveston,Texas,May-20 p,"161,052     ","137,713     ","23,339     ",14.5     ,48167
CN4816900000000,48,169,"Garza County, TX",Garza,Texas,May-20 p,"2,011     ","1,803     ",208     ,10.3     ,48169
CN4817100000000,48,171,"Gillespie County, TX",Gillespie,Texas,May-20 p,"12,351     ","11,272     ","1,079     ",8.7     ,48171
CN4817300000000,48,173,"Glasscock County, TX",Glasscock,Texas,May-20 p,706     ,664     ,42     ,5.9     ,48173
CN4817500000000,48,175,"Goliad County, TX",Goliad,Texas,May-20 p,"2,987     ","2,660     ",327     ,10.9     ,48175
CN4817700000000,48,177,"Gonzales County, TX",Gonzales,Texas,May-20 p,"8,801     ","8,025     ",776     ,8.8     ,48177
CN4817900000000,48,179,"Gray County, TX",Gray,Texas,May-20 p,"7,529     ","6,722     ",807     ,10.7     ,48179
CN4818100000000,48,181,"Grayson County, TX",Grayson,Texas,May-20 p,"61,009     ","55,115     ","5,894     ",9.7     ,48181
CN4818300000000,48,183,"Gregg County, TX",Gregg,Texas,May-20 p,"54,467     ","47,452     ","7,015     ",12.9     ,48183
CN4818500000000,48,185,"Grimes County, TX",Grimes,Texas,May-20 p,"10,629     ","9,369     ","1,260     ",11.9     ,48185
CN4818700000000,48,187,"Guadalupe County, TX",Guadalupe,Texas,May-20 p,"78,225     ","69,030     ","9,195     ",11.8     ,48187
CN4818900000000,48,189,"Hale County, TX",Hale,Texas,May-20 p,"11,014     ","9,904     ","1,110     ",10.1     ,48189
CN4819100000000,48,191,"Hall County, TX",Hall,Texas,May-20 p,947     ,868     ,79     ,8.3     ,48191
CN4819300000000,48,193,"Hamilton County, TX",Hamilton,Texas,May-20 p,"3,270     ","3,045     ",225     ,6.9     ,48193
CN4819500000000,48,195,"Hansford County, TX",Hansford,Texas,May-20 p,"2,340     ","2,251     ",89     ,3.8     ,48195
CN4819700000000,48,197,"Hardeman County, TX",Hardeman,Texas,May-20 p,"1,553     ","1,455     ",98     ,6.3     ,48197
CN4819900000000,48,199,"Hardin County, TX",Hardin,Texas,May-20 p,"23,865     ","20,357     ","3,508     ",14.7     ,48199
CN4820100000000,48,201,"Harris County, TX",Harris,Texas,May-20 p,"2,254,500     ","1,931,547     ","322,953     ",14.3     ,48201
CN4820300000000,48,203,"Harrison County, TX",Harrison,Texas,May-20 p,"27,247     ","23,926     ","3,321     ",12.2     ,48203
CN4820500000000,48,205,"Hartley County, TX",Hartley,Texas,May-20 p,"2,410     ","2,342     ",68     ,2.8     ,48205
CN4820700000000,48,207,"Haskell County, TX",Haskell,Texas,May-20 p,"2,023     ","1,877     ",146     ,7.2     ,48207
CN4820900000000,48,209,"Hays County, TX",Hays,Texas,May-20 p,"113,735     ","100,381     ","13,354     ",11.7     ,48209
CN4821100000000,48,211,"Hemphill County, TX",Hemphill,Texas,May-20 p,"1,622     ","1,524     ",98     ,6.0     ,48211
CN4821300000000,48,213,"Henderson County, TX",Henderson,Texas,May-20 p,"34,315     ","30,874     ","3,441     ",10.0     ,48213
CN4821500000000,48,215,"Hidalgo County, TX",Hidalgo,Texas,May-20 p,"350,075     ","288,218     ","61,857     ",17.7     ,48215
CN4821700000000,48,217,"Hill County, TX",Hill,Texas,May-20 p,"15,310     ","13,734     ","1,576     ",10.3     ,48217
CN4821900000000,48,219,"Hockley County, TX",Hockley,Texas,May-20 p,"10,676     ","9,321     ","1,355     ",12.7     ,48219
CN4822100000000,48,221,"Hood County, TX",Hood,Texas,May-20 p,"25,860     ","23,123     ","2,737     ",10.6     ,48221
CN4822300000000,48,223,"Hopkins County, TX",Hopkins,Texas,May-20 p,"15,944     ","14,701     ","1,243     ",7.8     ,48223
CN4822500000000,48,225,"Houston County, TX",Houston,Texas,May-20 p,"9,197     ","8,522     ",675     ,7.3     ,48225
CN4822700000000,48,227,"Howard County, TX",Howard,Texas,May-20 p,"13,388     ","11,793     ","1,595     ",11.9     ,48227
CN4822900000000,48,229,"Hudspeth County, TX",Hudspeth,Texas,May-20 p,"1,730     ","1,505     ",225     ,13.0     ,48229
CN4823100000000,48,231,"Hunt County, TX",Hunt,Texas,May-20 p,"41,076     ","36,720     ","4,356     ",10.6     ,48231
CN4823300000000,48,233,"Hutchinson County, TX",Hutchinson,Texas,May-20 p,"7,980     ","7,089     ",891     ,11.2     ,48233
CN4823500000000,48,235,"Irion County, TX",Irion,Texas,May-20 p,689     ,627     ,62     ,9.0     ,48235
CN4823700000000,48,237,"Jack County, TX",Jack,Texas,May-20 p,"3,117     ","2,771     ",346     ,11.1     ,48237
CN4823900000000,48,239,"Jackson County, TX",Jackson,Texas,May-20 p,"6,917     ","6,358     ",559     ,8.1     ,48239
CN4824100000000,48,241,"Jasper County, TX",Jasper,Texas,May-20 p,"12,319     ","10,247     ","2,072     ",16.8     ,48241
CN4824300000000,48,243,"Jeff Davis County, TX",Jeff,Texas,May-20 p,904     ,829     ,75     ,8.3     ,48243
